trigger_name|t90    |t90_error|t90_start|ra        |dec      |error_radius|lii     |bii     |fluence  |fluence_error|flux_64  |flux_64_error|flux_64_time
bn100929235 |  8.192|    2.360|   -2.304|11 05 19.2| 62 17 24|     13.3900|142.0785| 50.7103|4.9547E-7|    1.7448E-8|   2.7224|       0.7040|      -0.896
bn100929315 |  4.608|    1.305|   -0.512|16 14 28.8| 33 19 48|     23.8300| 53.9020| 46.1305|3.2485E-7|    1.9745E-8|   5.3024|       1.6584|       0.000
bn100929916 |  0.320|    0.143|   -0.128|12 12 07.2|-24 56 24|      7.7900|291.7443| 37.0761|7.6143E-7|    2.1992E-8|  16.1451|       1.7726|       0.000
bn101002279 |  7.168|    2.290|   -4.352|21 33 24.0|-27 28 12|     16.3600| 20.5739|-46.3087|4.3956E-7|    3.3155E-8|   2.8710|       0.9308|       1.536
bn101003244 |  9.984|    1.448|   -1.792|11 43 24.0| 02 29 24|      7.3900|266.5703| 60.4660|2.2312E-6|    3.2664E-8|   8.4298|       1.3182|       0.320
bn101004426 |161.027|    7.836| -141.058|15 28 52.8|-43 59 24|      7.2900|330.5592| 10.2751|9.0254E-6|    1.0247E-7|   6.0883|       1.8564|       5.824
bn101008697 |  8.960|    1.846|   -2.560|21 55 30.0| 37 04 02|      0.0006| 88.1636|-13.6581|1.3498E-6|    4.3404E-8|   5.5110|       1.2876|       0.064
bn101010190 | 65.025|    6.165|  -11.008|03 08 45.6| 43 33 36|     18.6300|147.6899|-12.6127|1.5514E-6|    6.0009E-8|   3.9834|       1.0244|      48.321
bn101011707 | 36.352|    2.318|   -1.024|03 13 12.0|-65 54 00|      0.0000|283.2164|-45.4235|2.7101E-6|    9.0957E-8|   7.1175|       3.0007|       7.104
bn101013412 | 15.360|    0.572|    0.576|19 28 19.2|-49 38 24|      1.6000|348.3097|-26.0915|6.4104E-6|    7.6062E-8|  12.3048|       0.9766|       0.832
bn101014175 |449.415|    1.410|    1.408|01 47 45.6|-51 04 12|      1.0000|282.6835|-63.7867|2.0146E-4|     4.267E-7|  71.2221|       1.7860|     209.411
bn101015558 |508.168|    2.673|   -1.536|04 52 38.4| 15 27 36|      5.9400|184.4099|-17.6644|2.7569E-5|     1.298E-7|  15.9345|      21.2814|     264.324
bn101016243 |  3.840|    0.362|   -1.536|08 52 09.6|-04 37 12|      2.8100|232.1392| 24.1570|2.4445E-6|    1.4881E-8|  14.4060|       1.2895|       0.320
bn101017619 | 47.872|    1.950|   -1.024|01 49 52.8|-26 33 00|      4.9200|213.7185|-76.9579|1.7754E-6|    1.8141E-8|   3.0040|       0.8024|       1.600
bn101021009 |120.770|   12.237|  -51.457|00 03 28.8|-23 42 36|      1.3300| 47.8064|-78.6506|2.2305E-5|     5.394E-7|  14.9364|       2.4680|       4.864
bn101021063 |  1.536|    2.360|   -0.512|00 01 50.4| 47 20 24|     12.8100|114.2800|-14.6968|2.9255E-7|    2.0572E-8|   4.0299|       0.9715|      -0.128
bn101023951 | 76.801|    8.256|    9.216|21 11 52.8|-65 23 09|      0.0014|328.8897|-38.8844|6.3694E-5|    5.0999E-7|  41.1620|       2.1057|      65.345
bn101024486 | 20.224|    2.828|   -3.840|04 26 01.5|-77 15 53|      0.0005|290.5468|-34.1293|3.3282E-6|    1.3189E-7|  16.8643|       4.5595|       6.080
bn101025146 | 14.336|    1.846|   -1.792|16 00 45.6|-08 29 24|     24.3500|  1.9260| 31.9565|2.7879E-7|    1.5564E-8|   2.4596|       0.8830|      -0.640
bn101025267 | 30.976|    0.923|   -1.792|08 58 50.4| 44 52 48|      3.8600|175.6938| 40.8849|4.4945E-6|    4.2924E-8|  15.3590|       4.4996|       5.440
bn101026034 |  0.256|    0.091|   -0.128|17 34 48.0|-00 22 12|      7.5700| 23.5897| 16.8066|9.2951E-7|    2.2628E-8|  13.9883|       1.7483|      -0.064
bn101027230 |  1.344|    1.802|   -1.280|05 16 04.8| 43 58 12|     11.3900|164.1859|  3.3075|1.4382E-7|    8.7545E-9|   5.4949|       1.1294|      -0.064
bn101030664 | 95.746|    4.375|  -69.633|11 05 33.6|-16 23 20|      0.0160|269.2953| 39.4691|5.1244E-6|    3.8603E-8|   5.4727|       1.4201|      12.032
bn101031625 |  0.384|    0.462|   -0.064|12 16 28.8|-07 28 12|     15.8700|287.9402| 54.3810|2.2171E-7|    2.9126E-8|   9.8160|       1.4660|       0.000
bn101101744 |  3.328|    2.862|   -2.304|00 54 12.0| 45 45 00|      3.0600|123.4361|-17.1190|6.5004E-7|    2.2784E-8|   9.9445|       1.4325|      -0.192
bn101101899 | 31.232|    1.619|   -4.608|17 44 09.6|-29 00 00|      5.4500|359.7788|  0.2390|2.5972E-6|    2.7188E-8|   4.4770|       1.2880|      18.432
bn101102840 | 43.520|    6.676|   -1.792|18 58 43.2|-37 01 48|      7.8500|359.6178|-17.2883|1.7217E-6|    3.2824E-8|   4.6827|       1.0494|       4.608
bn101104810 |  1.280|    0.572|   -0.512|10 44 04.8|-07 04 48|      8.5300|256.2768| 43.9558|8.9338E-7|     2.536E-8|   5.1574|       0.9798|       0.064
bn101107011 |375.814|    8.444|    2.304|11 13 19.2| 22 25 48|      4.0900|219.4533| 67.2785|7.2582E-6|    2.4241E-7|   5.4578|       1.4236|       1.984
bn101112924 |  9.472|    2.996|   -5.888|19 28 52.3| 39 21 32|      0.0217| 72.1111| 10.2112|2.2595E-6|    7.7053E-8|   9.8245|       1.7350|       0.832
bn101112984 | 82.944|    1.717|   -9.472|06 40 24.0| 09 37 12|      5.1300|203.1167|  1.9459| 8.572E-6|    9.7446E-8|   4.7561|       1.2543|      57.536
bn101113483 | 12.288|    0.572|   -0.256|01 56 19.2| 00 12 36|      2.6700|155.2770|-58.5267| 3.062E-6|    2.9308E-8|  10.5792|      13.0776|       7.488
bn101116481 |  0.576|    0.820|   -0.128|02 08 00.0|-81 12 00|      7.2600|299.4039|-35.3974|3.0436E-7|    6.3863E-8|   5.7566|       1.2772|      -0.064
bn101117496 | 50.177|    1.639|   -2.048|03 48 45.6|-26 52 12|      1.7500|223.0543|-50.7129|8.2414E-6|    7.6907E-8|   5.2256|       1.2417|      29.184
bn101119685 |  0.640|    0.607|   -0.320|15 05 57.6| 59 36 36|     16.1900| 96.9788| 50.1931|1.6938E-7|     1.594E-8|   4.3445|       1.6897|      -0.256
bn101123952 |103.938|    0.572|   41.473|09 00 38.4| 01 54 36|      1.0000|227.1381| 29.3739|1.1747E-4|     5.288E-8|  50.4388|       2.1025|      51.905
bn101126198 | 43.837|    1.747|    0.004|05 39 04.8|-22 33 00|      1.0000|226.4182|-25.4727|3.1012E-5|    1.4454E-7|  24.5875|       1.1192|      14.016
bn101127093 | 29.440|    4.471|   -3.328|19 21 14.4| 07 53 24|     23.1700| 43.3588| -2.9646|6.9608E-7|    1.7282E-8|   3.1182|       1.0214|      -1.152
bn101127102 | 60.672|    7.322|   -5.120|04 43 48.0|-11 19 12|      6.5500|208.6967|-33.4206|3.0852E-6|    2.8334E-8|   3.6709|       1.0487|       5.248
bn101128322 |  8.192|    1.493|   -2.816|09 41 52.8|-35 12 00|      5.7000|264.7697| 13.2683|8.3558E-7|    1.5248E-8|   3.9850|       1.1759|       0.384
bn101129652 |  0.384|    0.143|   -0.064|10 31 00.0|-17 15 00|      4.6400|261.4008| 34.0622|8.6279E-7|    4.4333E-8|  10.6131|       1.3626|       0.192
bn101129726 |  0.576|    0.202|   -0.064|18 06 09.6| 01 00 36|      8.2200| 28.6271| 10.5269|1.1186E-6|    2.1786E-8|  15.0540|       1.3035|       0.000
bn101130074 |  7.168|    3.482|   -4.608|18 18 26.4| 26 37 12|     23.6100| 53.9694| 18.5708|3.2042E-7|    4.9095E-8|   3.5679|       1.5040|       2.496
bn101201418 |112.639|    7.455|    0.003|00 07 49.2|-16 11 46|      0.0330| 77.9441|-75.1098|2.3743E-5|    9.8978E-8|   8.7188|       1.3374|      28.096
bn101202154 | 18.432|    3.665|    0.000|16 56 04.8| 58 28 48|      6.1300| 87.5018| 37.8168| 1.408E-6|    7.9591E-8|  11.1296|       2.9622|       9.856
bn101204343 |  0.128|    0.091|   -0.064|12 47 38.4| 55 40 12|     10.3700|124.0523| 61.4500|2.8175E-7|    1.4922E-8|   6.5674|       0.9490|      -0.064
bn101205309 |  7.936|    5.938|   -3.840|21 28 24.0|-39 06 00|     11.1000|  3.6206|-46.4257|3.9049E-7|    3.7989E-8|   3.2671|       1.0859|      -2.816
bn101206036 | 34.813|    5.837|    0.003|10 56 19.2|-38 06 36|      3.5000|279.2511| 19.4114|5.8414E-6|    8.1902E-8|   5.1198|       0.8654|       8.576
bn101207536 | 61.441|    3.727|    5.632|11 43 00.0| 08 43 12|      3.7300|258.4243| 65.4914|6.6485E-6|    7.1788E-8|   7.7882|       1.1786|      20.800
bn101208203 |  0.192|    1.478|   -0.192|14 09 36.0| 04 02 24|     11.7000|345.2877| 60.3161|3.0979E-7|    1.5853E-8|   4.6216|       1.0018|      -0.064
bn101208498 |  2.048|    0.951|   -0.640|18 43 45.6|-59 01 12|      1.4100|336.6489|-22.0609|3.8427E-6|    5.3091E-8|  48.8708|       2.3750|       0.320
bn101211485 | 13.568|    7.030|   -2.816|02 07 21.6| 10 03 36|     11.2500|151.8361|-48.5046|1.6339E-6|    4.5328E-8|   5.4523|       1.1418|      -1.024
bn101213451 | 45.057|    1.950|    0.256|16 05 15.4| 21 53 50|      0.0004| 37.1581| 45.8669|7.4027E-6|    1.0471E-7|   7.8176|       2.0444|       0.064
bn101213849 |  5.120|    1.639|   -1.536|17 23 57.6|-64 30 36|      7.0600|327.4298|-15.6006|1.2894E-6|    1.8375E-8|   8.5214|       1.1411|      -0.064
bn101214748 |  2.240|    2.084|   -1.408|00 02 45.6|-28 16 12|      5.5600| 24.0690|-79.1695|2.3712E-7|    3.0126E-8|   7.4099|       1.3774|      -0.064
bn101214993 | 11.520|    3.665|   -0.768|12 04 31.2|-31 03 36|      5.7300|291.2416| 30.7445|1.0917E-6|    3.7604E-8|   3.6951|       1.1491|       0.064
bn101216721 |  1.917|    0.551|    0.003|18 57 04.8|-20 58 12|      2.1200| 14.6703|-10.5821|3.0436E-6|    6.7826E-8|  25.0821|       1.8379|       0.384
bn101219686 | 51.009|    1.775|   -4.352|00 48 55.3|-34 33 58|      0.0016|306.9251|-82.5425| 3.989E-6|    4.8933E-8|   3.1588|       0.8428|       4.480
bn101220576 | 72.449|    4.048|    2.304|16 06 16.8| 46 08 24|      1.2500| 72.6963| 47.3664|9.5964E-6|    9.4056E-8|   7.3171|       1.7999|      27.648
bn101220864 | 31.745|    2.187|   -1.024|00 10 48.0| 27 12 00|      1.4800|111.9175|-34.8011|5.2882E-6|    9.0341E-8|   7.6888|       0.8683|      22.144
bn101223834 | 56.065|    5.497|  -41.217|16 42 12.0| 48 13 12|      4.3400| 74.6075| 41.0693|2.4552E-6|    4.5416E-8|   3.8237|       1.1998|       1.152
bn101224227 |  1.728|    1.680|   -0.064|19 03 42.2| 45 42 54|      0.0500| 76.1062| 17.0487|1.9147E-7|    2.6881E-8|   6.7094|       1.0397|      -0.064
bn101224578 | 44.737|    0.889|   -0.128|19 16 33.6|-55 15 00|      4.8200|341.8057|-25.4773|3.8918E-6|    2.2306E-8|   6.7536|       0.9859|      38.017
bn101224614 | 25.600|    3.416|   -2.560|19 20 38.4| 34 27 36|      8.8600| 66.9184|  9.4834|2.6064E-6|    5.7558E-8|   6.3454|       1.4068|       3.712
bn101224998 | 18.688|    8.719|   -9.728|21 40 40.8|-38 39 36|      8.2900|  4.2211|-48.8217|1.3553E-6|    2.6048E-8|   3.8523|       0.9779|       5.632
bn101225377 | 81.218|   35.377|   20.544|04 02 43.2| 32 46 12|      1.8100|163.0623|-14.8134|2.0164E-5|    2.9577E-7|  10.6432|       1.4180|      93.506
bn101227195 | 95.488|    1.639|   -0.768|12 27 09.6|-83 33 00|      7.1600|302.2043|-20.7126|3.4308E-6|    9.0213E-8|   7.6873|       1.8759|      -0.256
bn101227406 |153.347|    2.573|    0.768|16 02 00.0|-24 30 00|      1.6200|348.9622| 20.8897|1.3754E-5|    9.3008E-8|   8.7054|       1.4013|       2.432
bn101227536 | 28.864|    3.088|   -0.128|10 03 28.8|-49 26 24|      2.5900|277.0485|  4.8020|6.4409E-6|    3.6764E-8|   9.7027|       1.0121|       1.344
bn101231067 | 23.614|    0.572|    0.003|12 46 50.4| 17 38 24|      1.4100|296.3132| 80.4526|1.6829E-5|    1.1798E-7|  22.3865|       1.8717|      21.504
bn110101202 |  3.584|    1.493|   -2.304|17 37 02.4| 36 32 24|     11.1700| 61.4078| 29.9704|2.4986E-7|    2.8186E-8|   3.9483|       1.0338|      -0.448
bn110101506 |235.523|    8.256| -103.425|07 02 00.0| 34 34 48|     16.4900|182.2586| 17.0109|6.6288E-6|    7.2346E-8|   4.0469|       1.0913|      20.864
bn110102788 |253.956|    2.049| -119.426|16 23 31.7| 07 36 58|      0.0018| 21.9328| 36.2308|3.7249E-5|     2.051E-7|  19.0010|       1.4431|      78.913
bn110105877 |123.394|    6.476|   -7.680|05 40 26.4|-17 07 12|      2.0300|221.0072|-23.1741|2.0916E-5|    1.0459E-7|  10.2007|       1.3937|       8.896
bn110106893 | 35.521|    3.612|  -16.896|08 56 47.0| 46 59 53|      0.0500|172.9126| 40.4775|4.1105E-6|    5.6192E-8|   4.7548|       1.2174|      16.384
bn110107886 |183.555|   24.406|  -61.185|19 56 31.2| 42 02 24|      3.2800| 77.0311|  6.9015|1.3156E-5|    1.2414E-7|   5.0697|       0.9870|       0.512
bn110108977 | 51.456|    6.955|   -1.024|00 46 28.8|-09 38 24|      2.6700|118.8713|-72.4726|2.5114E-6|    5.5814E-8|   4.3006|       1.4518|       1.472
bn110112934 |  2.304|    2.538|   -0.960|00 42 24.0| 64 24 36|      0.0000|121.9558|  1.5554|4.0534E-7|     2.717E-8|   8.2234|       1.2315|      -0.064
bn110117364 | 72.448|    9.051|   -1.792|08 43 28.8| 47 35 24|      9.6300|172.2023| 38.2111|2.5605E-6|    1.0667E-7|   6.2101|       2.0414|       7.168
bn110117626 | 43.264|    1.639|   -2.048|08 38 02.4|-12 52 48|      3.5700|237.4706| 16.7092|3.0284E-6|    1.9145E-8|   4.4907|       1.1779|      24.192
bn110118857 | 34.561|    2.360|   -6.144|15 06 16.8|-39 33 00|      4.0700|329.4090| 16.2903| 2.966E-6|    4.3511E-8|  11.2475|       1.4846|       0.832
bn110119931 |205.828|    1.864|   -0.768|23 14 13.9| 05 59 15|      0.0008| 83.9714|-49.3885|1.0109E-5|    4.5638E-8|   6.3400|       1.2802|      31.489
bn110120666 | 26.173|    1.568|    0.003|04 06 24.0|-12 00 00|      0.4000|204.4925|-41.9822|1.8853E-5|    4.3905E-8|  16.5275|       1.3392|       2.048
bn110123804 | 17.856|    0.810|    0.704|16 27 52.8| 28 01 48|      1.1600| 47.2319| 42.4399|1.9037E-5|    5.9898E-8|  11.1521|       1.2100|       5.312
bn110124784 |  5.376|    2.202|   -3.328|03 35 19.2| 36 21 00|      9.1400|156.2034|-15.7210| 1.589E-7|    1.3576E-8|   3.7890|       1.2342|       0.256
bn110125894 |  4.800|    0.923|   -0.768|22 05 24.0|-46 12 36|      5.7600|351.4035|-52.2202|8.6257E-7|    3.6656E-8|   7.0054|       1.2971|       0.832
bn110128073 | 12.160|    4.971|   -5.824|12 55 36.0| 28 06 00|      0.0000| 79.6770| 88.6605| 1.425E-6|    1.0394E-7|   2.8345|       1.0474|      -1.344
bn110130230 | 47.360|    2.187|   -0.256|07 26 02.4| 38 15 00|      6.7500|180.3000| 22.7940|2.9016E-6|    4.2448E-8|   4.1418|       1.1445|      38.784
bn110131780 |  0.384|    1.478|   -0.192|12 15 09.6| 72 54 36|     14.5200|126.6215| 43.9574|5.7535E-8|    1.5218E-8|   4.3925|       1.2642|      -0.192
bn110201399 |  8.192|    0.870|   -1.792|09 10 19.2| 88 36 19|      0.0001|124.2291| 27.9166|3.1536E-6|    1.6541E-7|   6.5586|       1.8519|       2.624
bn110204179 | 28.672|    6.720|   -3.840|00 07 16.8|-17 24 00|      4.0300| 74.3022|-75.9078|3.0959E-6|    6.5805E-8|   5.2820|       1.4175|       0.128
bn110205027 |  5.376|    3.278|   -2.816|23 58 55.2|-80 26 24|      9.2400|305.6188|-36.4127|4.5134E-7|    6.4381E-8|   4.3565|       1.5056|      -0.320
bn110205588 |158.720|    2.290|   -7.168|20 50 45.6|-55 51 00|     10.1200|341.5701|-38.7468|4.2107E-6|    8.3282E-8|   8.5666|       3.9116|     128.192
bn110206202 | 12.288|    1.639|   -6.400|22 14 48.0| 01 36 36|     15.4700| 63.8751|-42.6101|7.9036E-7|    3.9702E-8|   5.1540|       1.6015|      -0.832
bn110207470 | 37.888|    2.290|   -1.024|00 50 10.1|-10 48 22|      0.0200|121.8224|-73.6750|2.4861E-6|    3.7481E-8|   8.7706|       1.1931|       2.560
bn110207959 |  7.680|    4.944|   -0.768|11 56 00.0|-58 25 48|      9.0300|295.7127|  3.6626|3.4231E-7|    5.4835E-8|   4.7093|       1.5405|      -0.640
bn110209165 |  5.632|    0.916|   -3.776|21 58 48.0|-21 55 48|     10.6300| 30.7806|-50.5813|6.7333E-7|    3.0244E-8|   3.9568|       1.3861|      -3.648
bn110212550 |  0.064|    0.036|   -0.048|20 45 19.2|-74 30 00|      4.3300|319.3059|-33.5579|6.3493E-7|    1.2257E-8|  17.3369|       1.1526|      -0.064
bn110213220 | 34.305|    1.639|   -0.768|02 52 01.0| 49 17 28|      0.0500|142.2984| -8.9930|9.3723E-6|    5.1569E-8|  21.6258|       2.3161|      18.752
bn110213876 |  0.448|    0.870|   -0.192|00 25 07.2| 27 32 24|     10.8200|115.8101|-34.9675| 1.543E-7|    1.5876E-8|   3.7575|       0.7850|      -0.064
bn110217591 | 60.672|   11.611|   -3.328|18 18 57.6| 32 21 00|      8.4900| 59.6969| 20.4985|1.4221E-6|    4.5032E-8|   3.2282|       1.2368|      30.464
bn110220761 | 33.024|    8.738|   -1.792|12 21 57.6| 16 34 48|      6.0600|268.5189| 77.4364|2.1136E-6|    2.6162E-8|   4.7431|       1.0242|       0.064
bn110221244 | 13.056|    1.846|   -1.536|01 00 43.2| 66 03 00|      1.2400|123.8752|  3.1953| 2.246E-6|    3.3578E-8|   5.6463|       1.2358|       3.072
bn110226989 | 14.080|    0.923|   -2.304|13 17 09.6| 35 46 12|      7.0700| 92.1557| 79.7704|1.8958E-6|    2.5009E-8|   4.0528|       1.1888|       0.000
bn110227009 |  1.728|    0.653|   -0.192|09 54 52.8|-54 02 24|     11.9300|278.7929|  0.3421|1.6377E-7|    1.0133E-8|   3.6865|       0.9441|      -0.192
bn110227229 | 18.432|    2.187|   -1.024|01 40 57.6| 15 53 24|      7.4500|139.9904|-45.3351|2.3985E-6|    3.1705E-8|   6.4170|       1.2968|       2.880
bn110227420 | 25.600|    6.869|  -11.264|15 30 55.2|-09 56 24|      4.9900|354.6507| 36.4483|2.4206E-6|    8.4139E-8|   5.4229|       1.1316|       3.648
bn110228011 | 44.481|    2.834|  -30.720|00 41 04.8|-45 40 12|      2.5600|308.5960|-71.3442|5.1435E-6|    4.9943E-8|   8.3120|       1.8069|       5.248
bn110228792 | 17.152|    2.360|   -3.840|16 20 21.6| 16 24 36|      4.7400| 31.6871| 40.6714|9.6014E-7|    2.3778E-8|   3.7204|       1.2134|       7.168
bn110301214 |  5.693|    0.362|    0.003|15 17 24.0| 29 24 00|      1.0000| 45.7119| 57.9092|3.5891E-5|    3.0715E-8| 130.2330|       3.8460|       3.968
bn110302043 | 38.336|    2.509|  -11.200|08 09 24.0| 02 54 36|      6.8400|219.4014| 18.6455|3.7301E-6|     6.045E-8|   8.3214|       1.4157|       0.000
bn110304071 | 19.520|    1.498|   -0.256|21 31 43.2| 33 16 12|      4.2300| 81.8400|-13.2301|3.4561E-6|     8.334E-8|   6.7335|       1.3944|       0.192
bn110307972 |  2.304|    3.444|   -1.792|12 52 28.8| 15 38 24|      7.5800|304.1914| 78.5092|5.7497E-7|    4.3372E-8|   5.8770|       0.9792|      -0.064
bn110311812 |  6.400|    1.639|   -1.792|07 50 21.6| 34 17 24|      9.6800|186.0186| 26.3505|1.1195E-6|    3.2169E-8|   5.5267|       1.2316|      -0.128
bn110316139 |  2.944|    2.199|   -3.008|03 06 48.0|-67 34 48|     17.8000|285.5446|-44.7044|1.1497E-7|    3.3169E-8|   5.1593|       1.2745|      -0.128
bn110318552 | 14.464|    1.094|   -2.560|22 33 05.8|-15 16 55|      0.0050| 46.0450|-55.7902|8.1527E-6|     7.839E-8|  13.8584|       1.1698|       4.416
bn110319628 | 15.104|    1.379|   -2.304|13 51 50.4|-51 34 48|      4.9400|312.3988| 10.1781|1.6823E-6|    3.6136E-8|   4.1503|       1.1417|      11.264
bn110319815 | 31.232|    5.049|   -2.560|21 42 16.8|-57 06 36|      6.8100|337.4865|-45.2926|2.4923E-6|    8.5319E-8|   8.1224|       2.4071|      -0.832
bn110321346 | 30.720|   10.764|   -4.096|00 53 14.4|-21 48 36|     11.8300|127.4359|-84.6660|1.1199E-6|    4.4018E-8|   2.4952|       0.8235|       1.920
bn110322558 | 36.097|    1.846|   -4.096|06 36 09.6|-48 54 00|      4.7200|257.7030|-22.4939|3.5602E-6|     3.473E-8|   4.6152|       0.9831|      27.904
bn110328520 | 83.970|    3.482|    2.560|07 50 36.0| 43 06 00|      1.7000|176.3941| 28.5194|1.9227E-5|    1.0326E-7|  14.9256|       9.4292|      16.960
bn110331604 |  3.200|    0.951|   -0.064|00 26 38.4| 25 59 24|      4.6600|115.9920|-36.5474|2.6414E-7|    2.7873E-8|   4.0063|       1.3046|       0.640
bn110401920 |  2.368|    1.270|   -0.640|17 54 14.4| 26 52 12|      3.7600| 52.1772| 23.7142| 1.572E-6|    6.4267E-8|  10.8116|       1.3695|      -0.064
bn110402009 | 35.649|    1.461|    1.152|13 09 40.6| 61 14 31|      0.0500|119.0355| 55.7481|1.0839E-5|    1.6258E-7|  27.8325|       2.3716|       2.176
bn110407998 |  9.024|    0.091|    0.832|06 29 38.4|-11 57 00|      1.0000|221.2225|-10.2011|2.6427E-5|    7.1594E-8|  22.2037|       1.2486|       3.968
bn110409179 |  0.128|    0.143|   -0.128|15 54 48.0|-34 19 12|     10.8900|340.7212| 14.7726|3.2835E-7|    1.0647E-8|   9.6530|       0.9644|       0.000
bn110410133 | 61.952|    1.379|  -11.008|02 03 45.6|-15 57 00|      3.6700|182.9422|-69.8467|6.4122E-6|    1.8383E-8|   4.7063|       1.0299|       3.584
bn110410772 |  7.424|    0.810|   -4.864|22 28 40.8|-21 57 36|     17.3900| 34.0602|-57.2367|9.3595E-7|    2.2187E-8|   5.2794|       1.1290|       0.000
bn110411629 | 23.552|    1.950|   -3.840|14 01 12.0|-64 59 24|      6.2800|310.2224| -3.1104|3.5843E-6|    6.8805E-8|   7.8197|       2.8482|       4.160
bn110412315 | 20.733|    4.636|    0.003|08 53 58.1| 13 31 01|      0.0500|214.1563| 33.1952| 2.554E-6|    2.9929E-8|   4.4373|       0.8226|       6.720
bn110413938 | 54.272|    2.172|   -2.816|23 30 40.8| 32 19 48|     11.6400|103.7351|-27.5136|1.0967E-6|    3.1562E-8|   3.2581|       1.2320|      17.024
bn110415541 |166.146|    0.810|    0.256|14 15 16.8| 09 03 00|      9.2300|354.4804| 63.1858|4.7235E-6|    5.5085E-8|   7.1484|       1.7102|     165.954
bn110420946 |  0.128|    0.516|   -0.064|21 20 10.8|-41 16 37|      0.0400|  0.5291|-44.8348|2.4411E-7|    2.7347E-8|  12.0130|       1.7813|      -0.064
bn110421757 | 40.449|    0.923|   -2.560|18 28 55.2| 50 48 00|      1.7100| 79.3720| 24.1132|1.0599E-5|    7.7713E-8|   8.7747|       1.1909|       7.168
bn110422029 |  0.320|    0.453|   -0.128|15 06 45.6| 43 01 12|     21.5200| 71.9872| 58.3874|8.0648E-8|    1.9246E-8|   6.8095|       1.0867|      -0.064
bn110424758 |  0.672|    1.120|   -0.064|19 33 14.4|-11 07 12|     12.3500| 27.5745|-14.2613| 4.652E-8|     9.322E-9|   4.8425|       1.0084|      -0.064
bn110426629 |356.357|    4.345|   14.592|14 39 43.2|-08 43 12|      2.1100|342.9224| 45.5774|3.3079E-5|    1.1507E-7|   8.6102|       1.7353|     214.019
bn110428338 |101.634|    2.919|  -53.761|08 33 45.6| 19 56 24|      2.9400|204.9802| 31.1143|1.5791E-5|    6.6613E-8|  13.6710|       1.5917|      26.304
bn110428388 |  5.632|    0.181|    2.688|00 21 12.0| 64 48 00|      0.1500|119.7187|  2.1171|2.1567E-5|    1.5428E-7|  32.2300|       1.5435|       7.488
bn110430375 | 32.512|    1.717|    1.024|09 48 14.4| 67 57 00|      2.5300|143.8117| 40.9627|7.0669E-6|    3.8541E-8|   7.7616|       1.2984|      22.400
bn110503145 |  7.936|    1.145|   -0.256|04 42 02.4|-10 54 00|      4.2900|208.0199|-33.6315|1.8652E-6|    3.6763E-8|   6.9577|       1.3102|       1.408
bn110505203 |  4.096|    0.545|   -0.384|01 07 14.4|-32 18 00|      3.0900|270.3316|-83.7950|2.0341E-6|    6.9418E-8|  14.6230|       1.6742|       0.448
bn110509142 | 68.864|    2.757|  -11.008|12 03 14.4|-34 00 00|      4.6000|291.6479| 27.8135|3.7606E-6|    4.3101E-8|   5.7492|       1.4469|       9.088
bn110509475 |  0.640|    0.779|   -0.320|04 58 36.0|-26 58 48|      8.3000|228.0177|-35.5757|5.2568E-7|    1.4622E-8|   9.9409|       0.9896|       0.192
bn110511616 |  5.888|    1.639|   -2.560|14 16 24.0|-45 25 12|     10.6200|318.1896| 14.9198|4.8938E-7|    4.2537E-8|   4.5656|       1.1280|       3.392
bn110517453 |  0.576|    1.810|   -0.064|19 44 21.6|-73 45 36|      8.9700|321.1881|-29.6535|9.8898E-8|    2.3388E-8|   5.7809|       1.0357|      -0.064
bn110517573 | 23.040|    0.362|   -0.256|12 40 36.0| 06 17 24|      2.1100|295.3969| 69.0030|8.7396E-6|    3.8023E-8|  12.1173|       1.4114|       4.352
bn110520302 | 12.288|   11.336|  -10.496|04 44 02.4|-85 55 48|     12.4100|298.9708|-29.2201|1.0428E-6|    5.1064E-8|   5.7012|       1.9801|      -7.744
bn110521478 |  6.141|    0.809|    0.003|03 50 09.6|-62 20 24|      1.3100|275.8277|-44.2381|3.6081E-6|    8.0652E-8|  20.0009|       2.6303|       0.512
bn110522256 | 28.160|    2.673|   -8.704|15 15 38.4| 55 31 48|      5.5600| 90.5433| 51.5520|2.1093E-6|    3.1613E-8|   4.2420|       1.2001|       6.208
bn110522296 | 27.136|    1.950|   -5.120|12 17 50.4| 49 19 48|      6.4000|136.9586| 66.8732|1.0566E-6|     4.061E-8|   3.0138|       0.7912|       6.144
bn110522633 | 58.112|    2.828|   -0.256|12 02 16.8|-26 48 36|     12.5000|289.5585| 34.7819|3.0438E-6|    2.4797E-8|   5.3047|       1.1816|       0.576
bn110523344 | 44.544|    2.611|   -1.280|14 36 07.2|-15 25 12|      4.5000|336.8978| 40.4478|2.2273E-6|    4.5509E-8|   5.9829|       1.4246|       0.000
bn110526715 |  0.448|    0.045|   -0.048|06 49 55.2|-16 25 12|      5.8400|227.4665| -7.7326|5.1951E-7|    8.6032E-9|  11.6763|       1.4997|       0.192
bn110528624 | 69.633|    5.526|   -1.024|02 59 09.6|-06 52 12|      2.4800|185.0549|-53.5566|4.5954E-6|    5.7306E-8|   4.6306|       1.2353|       3.584
bn110529034 |  0.512|    0.091|   -0.128|07 53 19.2| 67 54 36|      1.5000|147.8849| 30.7830|1.4727E-6|    1.3262E-8|  39.8222|       1.6445|       0.000
